"OTU","Sample","Abundance","Kingdom","Phylum","Class","Order","Family","Genus"
"1a34ed6eb9566e4a4c90989cee8056f8","S00PP-0004",35,"teria","micutes","stridia","illospirales","illospiraceae","vonifractor"
"1dbde4fd9172f1d5f7ab06e280fb45f1","S00PP-0002",35,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","sipelotrichaceae"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0006",35,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"22d16daf5ea09c461afb44e4f21ab106","S00PP-0025",35,"teria","micutes","stridia","hnospirales","hnospiraceae","bacterium]_xylanophilum_group"
"34f0b5e1007c9b731a91e5a18996ea8e","S00PP-0018",35,"teria","micutes","stridia","hnospirales","hnospiraceae","limonas"
"408893a22a3f54bd0da660431a332f7f","S00PP-0025",35,"teria","micutes","stridia","illospirales","inococcaceae","ertae_Sedis"
"45050f65705f9d591f880d88fdfdaa2e","S00PP-0029",35,"teria","micutes","stridia","hnospirales","hnospiraceae","zerella"
"6ae2065e64091eefa806befebbad064c","S00PP-0016",35,"teria","micutes","stridia","illospirales","illospiraceae","idextribacter"
"6b042b48e48575384e883f0e55f1d66d","S00PP-0024",35,"teria","micutes","stridia","hnospirales","hnospiraceae","utia"
"97e29780fcdca010751c33e140e2d29c","S00PP-0011",35,"teria","micutes","stridia","illospirales","illospiraceae","illibacter"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0024",35,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0021",35,"teria","teobacteria","maproteobacteria","kholderiales","terellaceae","asutterella"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0013",35,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales","hanomethylophilaceae","didatus_Methanogranum"
"f932945414a5bb6787445b2a3c99bb5e","S00PP-0011",35,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_NK4B4_group"
"0a165f06143b55d6d391ad23520dea2f","S00PP-0024",34,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanobrevibacter"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0001",34,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0014",34,"teria","micutes","stridia","stridia_vadinBB60_group","stridia_vadinBB60_group","stridia_vadinBB60_group"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0025",34,"teria","micutes","stridia","stridia_vadinBB60_group","stridia_vadinBB60_group","stridia_vadinBB60_group"
"29198b359abb53cc620afa608b950bd9","S00PP-0024",34,"teria","teroidota","teroidia","teroidales","enellaceae","stipes"
"34f0b5e1007c9b731a91e5a18996ea8e","S00PP-0030",34,"teria","micutes","stridia","hnospirales","hnospiraceae","limonas"
"45050f65705f9d591f880d88fdfdaa2e","S00PP-0022",34,"teria","micutes","stridia","hnospirales","hnospiraceae","zerella"
"57d5bb93e5144c16a11262b01828d767","S00PP-0002",34,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","demania"
"5c4aa2f928074b41e5ff879fef2725a9","S00PP-0009",34,"teria","micutes","stridia","hnospirales","hnospiraceae","titomaculum"
"5de4560b4b6097b8da2ae549bfa6e730","S00PP-0011",34,"teria","micutes","stridia","illospirales","-010","-010"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0001",34,"teria","micutes","ativicutes","daminococcales","daminococcaceae","scolarctobacterium"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0008",34,"teria","micutes","ativicutes","daminococcales","daminococcaceae","scolarctobacterium"
"7564945495f0d840065ec35193e54153","S00PP-0018",34,"teria","micutes","illi","oplasmatales","oplasmataceae","oplasma"
"937aa3d1b6bf848fed5bdb6fd3140c84","S00PP-0015",34,"teria","micutes","stridia","hnospirales","hnospiraceae","gatella"
"c1f83bd0eac0f5b9b6bb409c55d831e0","S00PP-0008",34,"teria","teobacteria","maproteobacteria","kholderiales","terellaceae","asutterella"
"d15673a98765008fa157068b760bee52","S00PP-0001",34,"teria","micutes","stridia","illospirales","bacterium]_coprostanoligenes_group","bacterium]_coprostanoligenes_group"
"fe1644129eb6fb34078f939c04915813","S00PP-0012",34,"teria","teobacteria","haproteobacteria","dospirillales","ultured","ultured"
"0eef6eb961c49a6773c4b297112815c4","S00PP-0013",33,"teria","teobacteria","maproteobacteria","kholderiales","terellaceae","terella"
"183d7a6a20b38695342d58bce245f3be","S00PP-0015",33,"teria","rochaetota","rochaetia","rochaetales","rochaetaceae","ponema"
"1a34ed6eb9566e4a4c90989cee8056f8","S00PP-0006",33,"teria","micutes","stridia","illospirales","illospiraceae","vonifractor"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0023",33,"teria","micutes","stridia","stridia_UCG-014","stridia_UCG-014","stridia_UCG-014"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0027",33,"teria","micutes","stridia","stridia_vadinBB60_group","stridia_vadinBB60_group","stridia_vadinBB60_group"
"5de4560b4b6097b8da2ae549bfa6e730","S00PP-0008",33,"teria","micutes","stridia","illospirales","-010","-010"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0001",33,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ultured"
"965460e3768061c94179d8d9abaa8939","S00PP-0029",33,"teria","micutes","stridia","illospirales","inococcaceae","1819"
"9b87e2b30bcefeb582d375b7af783e9d","S00PP-0024",33,"teria","micutes","stridia","illospirales","illospiraceae","A214_group"
"caa2afe37f56d88a6258631ba289e9f7","S00PP-0010",33,"teria","micutes","stridia","illospirales","illospiraceae","ultured"
"ebd83f31171d55342ce685111a429664","S00PP-0013",33,"teria","micutes","stridia","hnospirales","hnospiraceae","vinbryantia"
"0a165f06143b55d6d391ad23520dea2f","S00PP-0029",32,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanobrevibacter"
"218d7fe9eb2b82133c504cb4c7ab8076","S00PP-0015",32,"teria","micutes","stridia","stridia_UCG-014","stridia_UCG-014","stridia_UCG-014"
"2586d3a48f07e1aad5eebabd9dca0bed","S00PP-0005",32,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_UCG-001"
"29198b359abb53cc620afa608b950bd9","S00PP-0019",32,"teria","teroidota","teroidia","teroidales","enellaceae","stipes"
"2ecb4ea1f47f61e2f82f4ce0d718a257","S00PP-0011",32,"teria","micutes","stridia","illospirales","inococcaceae","ultured"
"5ffd714a8da718ec7869d163ecbd57f8","S00PP-0001",32,"teria","micutes","stridia","illospirales","inococcaceae","bacterium]_siraeum_group"
"6181e9cc4368bf49779834fd77cfa80f","S00PP-0011",32,"teria","micutes","stridia","illospirales","inococcaceae","ativibacillus"
"76297c6b3fe1f7ef6a00d4bd148b59ed","S00PP-0029",32,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","icibacter"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0011",32,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ultured"
"b33cef2fe90950ad71ed274121fa0c8b","S00PP-0019",32,"teria","micutes","stridia","hnospirales","hnospiraceae","-900066575"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0019",32,"teria","micutes","stridia","istensenellales","istensenellaceae","istensenellaceae_R-7_group"
"e2629a5b98acd1c5596c35d7a175537f","S00PP-0022",32,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ulfovibrio"
"0eef6eb961c49a6773c4b297112815c4","S00PP-0008",31,"teria","teobacteria","maproteobacteria","kholderiales","terellaceae","terella"
"180c3f23e6a6d5b5080b8d0cb8b1ea08","S00PP-0012",31,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","obaculum"
"3cbcb339fa3d4786e17ffb756634cd88","S00PP-0012",31,"teria","micutes","ativicutes","llonellales-Selenomonadales","enomonadaceae","erovibrio"
"59f3ec0ea3c30830caeac2dc744a266c","S00PP-0019",31,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelotrichaceae_UCG-003"
"5de4560b4b6097b8da2ae549bfa6e730","S00PP-0001",31,"teria","micutes","stridia","illospirales","-010","-010"
"67f65cce6e956e557b65b223f4aa8288","S00PP-0026",31,"teria","micutes","stridia","istensenellales","istensenellaceae","ultured"
"6b042b48e48575384e883f0e55f1d66d","S00PP-0005",31,"teria","micutes","stridia","hnospirales","hnospiraceae","utia"
"7564945495f0d840065ec35193e54153","S00PP-0015",31,"teria","micutes","illi","oplasmatales","oplasmataceae","oplasma"
"937aa3d1b6bf848fed5bdb6fd3140c84","S00PP-0026",31,"teria","micutes","stridia","hnospirales","hnospiraceae","gatella"
"97e29780fcdca010751c33e140e2d29c","S00PP-0005",31,"teria","micutes","stridia","illospirales","illospiraceae","illibacter"
"b6ebd5803375c0c9a35829056727c9fc","S00PP-0015",31,"teria","micutes","stridia","tostreptococcales-Tissierellales","tostreptococcaceae","stridioides"
"d730e96249a0e8a57ac0afbe9d7e29e5","S00PP-0013",31,"teria","micutes","illi","oleplasmatales","oleplasmataceae","eroplasma"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0011",31,"teria","micutes","ativicutes","llonellales-Selenomonadales","enomonadaceae","nella"
"fe1644129eb6fb34078f939c04915813","S00PP-0024",31,"teria","teobacteria","haproteobacteria","dospirillales","ultured","ultured"
"1a34ed6eb9566e4a4c90989cee8056f8","S00PP-0002",30,"teria","micutes","stridia","illospirales","illospiraceae","vonifractor"
"22d16daf5ea09c461afb44e4f21ab106","S00PP-0021",30,"teria","micutes","stridia","hnospirales","hnospiraceae","bacterium]_xylanophilum_group"
"3ab61ffb86b753b43f425d630a87e7a1","S00PP-0005",30,"teria","nobacteria","pirivibrionia","tranaerophilales","tranaerophilales","tranaerophilales"
"45050f65705f9d591f880d88fdfdaa2e","S00PP-0007",30,"teria","micutes","stridia","hnospirales","hnospiraceae","zerella"
"6b042b48e48575384e883f0e55f1d66d","S00PP-0008",30,"teria","micutes","stridia","hnospirales","hnospiraceae","utia"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0010",30,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ultured"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0029",30,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"9b87e2b30bcefeb582d375b7af783e9d","S00PP-0011",30,"teria","micutes","stridia","illospirales","illospiraceae","A214_group"
"af72cae74eee15b3ccef59a35b92c1a9","S00PP-0026",30,"teria","micutes","stridia","illospirales","illospiraceae","estinimonas"
"ebdd31c2ddfb8569d611a614383e615c","S00PP-0020",30,"teria","micutes","stridia","hnospirales","hnospiraceae","hnoclostridium"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0013",29,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"64b2878acd46b25aa1c29c807aafa506","S00PP-0018",29,"teria","rucomicrobiota","tisphaeria","tivallales","inBE97","inBE97"
"67f65cce6e956e557b65b223f4aa8288","S00PP-0002",29,"teria","micutes","stridia","istensenellales","istensenellaceae","ultured"
"777bf3ba74100b7a4dbd872959a84eeb","S00PP-0024",29,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanosphaera"
"9e3cc043a47dfc8bea88c0ac7d6b2dea","S00PP-0024",29,"teria","micutes","stridia","illospirales","inococcaceae","inococcaceae"
"a45c91f2a08c19e2f2252a1e7fbcf948","S00PP-0001",29,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_UCG-006"
"af72cae74eee15b3ccef59a35b92c1a9","S00PP-0017",29,"teria","micutes","stridia","illospirales","illospiraceae","estinimonas"
"ebd83f31171d55342ce685111a429664","S00PP-0012",29,"teria","micutes","stridia","hnospirales","hnospiraceae","vinbryantia"
"f0b52d5da8a6dfae05a2c3125f970408","S00PP-0012",29,"teria","micutes","ativicutes","llonellales-Selenomonadales","enomonadaceae","nella"
"183d7a6a20b38695342d58bce245f3be","S00PP-0011",28,"teria","rochaetota","rochaetia","rochaetales","rochaetaceae","ponema"
"1a34ed6eb9566e4a4c90989cee8056f8","S00PP-0015",28,"teria","micutes","stridia","illospirales","illospiraceae","vonifractor"
"1b039cbaab99f38bec0461ac24d07eec","S00PP-0003",28,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_NK3B31_group"
"1bf808407b9134d8ee1ae40c4124f683","S00PP-0017",28,"teria","teroidota","teroidia","teroidales","enellaceae","enella"
"31838e38978812ddc9e0a8a7d40cc0c2","S00PP-0012",28,"teria","teroidota","teroidia","teroidales","votellaceae","votellaceae_Ga6A1_group"
"3ddfd610ba7d8993cc30a344773703d1","S00PP-0025",28,"teria","micutes","stridia","illospirales","illospiraceae","illospira"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0018",28,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"4f245f85bcf34ca7adf293a11cf8bbf4","S00PP-0004",28,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelatoclostridium"
"6ae2065e64091eefa806befebbad064c","S00PP-0017",28,"teria","micutes","stridia","illospirales","illospiraceae","idextribacter"
"a45c91f2a08c19e2f2252a1e7fbcf948","S00PP-0014",28,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_UCG-006"
"b33cef2fe90950ad71ed274121fa0c8b","S00PP-0007",28,"teria","micutes","stridia","hnospirales","hnospiraceae","-900066575"
"032fc3717d8136fccddb555b0aa201a3","S00PP-0024",27,"teria","micutes","stridia","oglobales","oglobaceae","oglobus"
"36b0b251d44111826aa72760204004f9","S00PP-0007",27,"teria","erribacterota","erribacteres","erribacterales","erribacteraceae","ispirillum"
"45050f65705f9d591f880d88fdfdaa2e","S00PP-0010",27,"teria","micutes","stridia","hnospirales","hnospiraceae","zerella"
"468d274866102072b071a81476ddd8cd","S00PP-0011",27,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","calibaculum"
"586c0d6b8012847f6853d43ff5d0d0ed","S00PP-0007",27,"teria","micutes","stridia","hnospirales","hnospiraceae","tatifactor"
"5b453df6de22132fb2563df13a7731f3","S00PP-0014",27,"teria","micutes","stridia","tococcales","tococcaceae","ultured"
"abdbe368fbd4c7c608e05ef71713340a","S00PP-0014",27,"teria","micutes","stridia","hnospirales","hnospiraceae","erostipes"
"dc89aafee60c460ed28bd6ea49052451","S00PP-0001",27,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospira"
"f4e259999b80549e7743cb1c81fa714c","S00PP-0028",27,"teria","micutes","stridia","stridiales","stridiaceae","didatus_Arthromitus"
"180c3f23e6a6d5b5080b8d0cb8b1ea08","S00PP-0020",26,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","obaculum"
"180c3f23e6a6d5b5080b8d0cb8b1ea08","S00PP-0024",26,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","obaculum"
"1dbde4fd9172f1d5f7ab06e280fb45f1","S00PP-0003",26,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","sipelotrichaceae"
"2ecb4ea1f47f61e2f82f4ce0d718a257","S00PP-0006",26,"teria","micutes","stridia","illospirales","inococcaceae","ultured"
"57d5bb93e5144c16a11262b01828d767","S00PP-0017",26,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","demania"
"59f3ec0ea3c30830caeac2dc744a266c","S00PP-0014",26,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelotrichaceae_UCG-003"
"5c4aa2f928074b41e5ff879fef2725a9","S00PP-0014",26,"teria","micutes","stridia","hnospirales","hnospiraceae","titomaculum"
"9254799d4a8b65d9ecf85599fec186e3","S00PP-0027",26,"teria","teobacteria","maproteobacteria","teurellales","teurellaceae","entibacter"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0006",26,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"9b87e2b30bcefeb582d375b7af783e9d","S00PP-0021",26,"teria","micutes","stridia","illospirales","illospiraceae","A214_group"
"9e3cc043a47dfc8bea88c0ac7d6b2dea","S00PP-0009",26,"teria","micutes","stridia","illospirales","inococcaceae","inococcaceae"
"b33cef2fe90950ad71ed274121fa0c8b","S00PP-0005",26,"teria","micutes","stridia","hnospirales","hnospiraceae","-900066575"
"d15673a98765008fa157068b760bee52","S00PP-0023",26,"teria","micutes","stridia","illospirales","bacterium]_coprostanoligenes_group","bacterium]_coprostanoligenes_group"
"0a165f06143b55d6d391ad23520dea2f","S00PP-0013",25,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanobrevibacter"
"0a165f06143b55d6d391ad23520dea2f","S00PP-0014",25,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanobrevibacter"
"0f1a501a6ee4fb4faec5bb3a572e9edb","S00PP-0014",25,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales","hanomethylophilaceae","ultured"
"159795456ef9e268c67bed8c0e5de2d5","S00PP-0003",25,"teria","micutes","illi","tobacillales","erococcaceae","erococcus"
"34f0b5e1007c9b731a91e5a18996ea8e","S00PP-0016",25,"teria","micutes","stridia","hnospirales","hnospiraceae","limonas"
"586c0d6b8012847f6853d43ff5d0d0ed","S00PP-0020",25,"teria","micutes","stridia","hnospirales","hnospiraceae","tatifactor"
"5ffd714a8da718ec7869d163ecbd57f8","S00PP-0024",25,"teria","micutes","stridia","illospirales","inococcaceae","bacterium]_siraeum_group"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0021",25,"teria","micutes","ativicutes","daminococcales","daminococcaceae","scolarctobacterium"
"73e473fb822e93e32df323ac3a655d92","S00PP-0014",25,"teria","teroidota","teroidia","teroidales","ibaculaceae","ibaculum"
"8626a92425f2b87edc2e02fadf49ad9f","S00PP-0022",25,"teria","micutes","stridia","hnospirales","hnospiraceae","singicoccus"
"965460e3768061c94179d8d9abaa8939","S00PP-0026",25,"teria","micutes","stridia","illospirales","inococcaceae","1819"
"9e0e1c132276e26164f00d28654177ba","S00PP-0008",25,"teria","micutes","stridia","hnospirales","hnospiraceae","eburia"
"b33cef2fe90950ad71ed274121fa0c8b","S00PP-0021",25,"teria","micutes","stridia","hnospirales","hnospiraceae","-900066575"
"cd3628f9907206ae4649dd3f2679b258","S00PP-0003",25,"teria","micutes","illi","tobacillales","eptococcaceae","eptococcus"
"ce4aa74df6165cfd3b5067fe005f94c4","S00PP-0017",25,"teria","teroidota","teroidia","teroidales","enellaceae","enellaceae_RC9_gut_group"
"f32695f6c33cf0cdc51937a55e948857","S00PP-0026",25,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","didatus_Stoquefichus"
"0f1a501a6ee4fb4faec5bb3a572e9edb","S00PP-0011",24,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales","hanomethylophilaceae","ultured"
"1bf808407b9134d8ee1ae40c4124f683","S00PP-0024",24,"teria","teroidota","teroidia","teroidales","enellaceae","enella"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0011",24,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"29198b359abb53cc620afa608b950bd9","S00PP-0004",24,"teria","teroidota","teroidia","teroidales","enellaceae","stipes"
"3cbcb339fa3d4786e17ffb756634cd88","S00PP-0011",24,"teria","micutes","ativicutes","llonellales-Selenomonadales","enomonadaceae","erovibrio"
"438caf182720f04c935a46fed276a1f8","S00PP-0017",24,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae"
"4f245f85bcf34ca7adf293a11cf8bbf4","S00PP-0011",24,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelatoclostridium"
"57d5bb93e5144c16a11262b01828d767","S00PP-0028",24,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","demania"
"59f3ec0ea3c30830caeac2dc744a266c","S00PP-0011",24,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelotrichaceae_UCG-003"
"6ae2065e64091eefa806befebbad064c","S00PP-0025",24,"teria","micutes","stridia","illospirales","illospiraceae","idextribacter"
"91d07d7e704974ed88096c0e74a6ba1e","S00PP-0013",24,"teria","micutes","stridia","illospirales","illospiraceae","-003"
"91d07d7e704974ed88096c0e74a6ba1e","S00PP-0014",24,"teria","micutes","stridia","illospirales","illospiraceae","-003"
"965460e3768061c94179d8d9abaa8939","S00PP-0017",24,"teria","micutes","stridia","illospirales","inococcaceae","1819"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0015",24,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"9a1ac984fe0ec22a65cce00e01f43aa4","S00PP-0030",24,"teria","micutes","stridia","illospirales","inococcaceae","inococcus"
"a45c91f2a08c19e2f2252a1e7fbcf948","S00PP-0005",24,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_UCG-006"
"bc0aa157d29d6604c19bf4e18b37bc88","S00PP-0006",24,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","-004"
"e2bb29fbf7c47b29fb1465fc6492ba25","S00PP-0014",24,"teria","micutes","stridia","hnospirales","hnospiraceae","bacterium]_hallii_group"
"efe7cb6441176642e881f2abe0b4566f","S00PP-0025",24,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","ostridium]_innocuum_group"
"f4e259999b80549e7743cb1c81fa714c","S00PP-0030",24,"teria","micutes","stridia","stridiales","stridiaceae","didatus_Arthromitus"
"0a165f06143b55d6d391ad23520dea2f","S00PP-0007",23,"haea","yarchaeota","hanobacteria","hanobacteriales","hanobacteriaceae","hanobrevibacter"
"0f1a501a6ee4fb4faec5bb3a572e9edb","S00PP-0007",23,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales","hanomethylophilaceae","ultured"
"34f0b5e1007c9b731a91e5a18996ea8e","S00PP-0003",23,"teria","micutes","stridia","hnospirales","hnospiraceae","limonas"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0009",23,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"4e8cceaef7f00aaf06e4439afeb8ed25","S00PP-0005",23,"teria","micutes","stridia","illospirales","yricicoccaceae","-009"
"64b2878acd46b25aa1c29c807aafa506","S00PP-0006",23,"teria","rucomicrobiota","tisphaeria","tivallales","inBE97","inBE97"
"66d5d32176dc67ca5d677fff17c9958b","S00PP-0028",23,"teria","micutes","stridia","hnospirales","hnospiraceae","minococcus]_gauvreauii_group"
"8bd14caf6a3b2664d15ef6c5d7a23eef","S00PP-0016",23,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ultured"
"af72cae74eee15b3ccef59a35b92c1a9","S00PP-0030",23,"teria","micutes","stridia","illospirales","illospiraceae","estinimonas"
"b6ebd5803375c0c9a35829056727c9fc","S00PP-0023",23,"teria","micutes","stridia","tostreptococcales-Tissierellales","tostreptococcaceae","stridioides"
"d7bcd2d5d73140edaa58294326db404e","S00PP-0010",23,"teria","micutes","illi","sipelotrichales","sipelotrichaceae","osiella"
"ebccf734429de2844d7c13aa27b3e9b6","S00PP-0009",23,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_NC2004_group"
"0eef6eb961c49a6773c4b297112815c4","S00PP-0019",22,"teria","teobacteria","maproteobacteria","kholderiales","terellaceae","terella"
"159795456ef9e268c67bed8c0e5de2d5","S00PP-0004",22,"teria","micutes","illi","tobacillales","erococcaceae","erococcus"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0024",22,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"29198b359abb53cc620afa608b950bd9","S00PP-0029",22,"teria","teroidota","teroidia","teroidales","enellaceae","stipes"
"3aa9fd8de9443de9278fdada7e862f4b","S00PP-0020",22,"teria","micutes","stridia","tostreptococcales-Tissierellales","erovoracaceae","erovorax"
"408893a22a3f54bd0da660431a332f7f","S00PP-0020",22,"teria","micutes","stridia","illospirales","inococcaceae","ertae_Sedis"
"45050f65705f9d591f880d88fdfdaa2e","S00PP-0012",22,"teria","micutes","stridia","hnospirales","hnospiraceae","zerella"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0025",22,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"59f3ec0ea3c30830caeac2dc744a266c","S00PP-0013",22,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelotrichaceae_UCG-003"
"9e0e1c132276e26164f00d28654177ba","S00PP-0017",22,"teria","micutes","stridia","hnospirales","hnospiraceae","eburia"
"d15673a98765008fa157068b760bee52","S00PP-0009",22,"teria","micutes","stridia","illospirales","bacterium]_coprostanoligenes_group","bacterium]_coprostanoligenes_group"
"e2629a5b98acd1c5596c35d7a175537f","S00PP-0021",22,"teria","ulfobacterota","ulfovibrionia","ulfovibrionales","ulfovibrionaceae","ulfovibrio"
"2717c55a33435a4cf9c4953837bac9f4","S00PP-0001",21,"teria","micutes","stridia","stridia_vadinBB60_group","stridia_vadinBB60_group","stridia_vadinBB60_group"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0004",21,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0016",21,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"4f245f85bcf34ca7adf293a11cf8bbf4","S00PP-0003",21,"teria","micutes","illi","sipelotrichales","sipelatoclostridiaceae","sipelatoclostridium"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0007",21,"teria","micutes","ativicutes","daminococcales","daminococcaceae","scolarctobacterium"
"b040c890eace64917d5dca3b43be6e7c","S00PP-0026",21,"teria","micutes","stridia","tostreptococcales-Tissierellales","erovoracaceae","bacterium]_nodatum_group"
"b1182bb29e49dbc39b216503607c1635","S00PP-0012",21,"teria","inobacteriota","iobacteriia","iobacteriales","erthellaceae","ultured"
"ef26904830b91caa86a460c041c77fd4","S00PP-0017",21,"teria","rucomicrobiota","rucomicrobiae","rucomicrobiales","ermansiaceae","ermansia"
"f50d1d42a442560b41612992aa2a07c3","S00PP-0008",21,"haea","rmoplasmatota","rmoplasmata","hanomassiliicoccales","hanomethylophilaceae","didatus_Methanogranum"
"012ef658933550c9ae6719455ba247de","S00PP-0025",20,"teria","micutes","stridia","illospirales","yricicoccaceae","yricicoccus"
"220a9561f31211deb4aed7c6805ac8e8","S00PP-0009",20,"teria","rucomicrobiota","itimatiellae","B1-41","B1-41","B1-41"
"3798c7221f2e33388005fd18bdea89d1","S00PP-0022",20,"teria","micutes","stridia","hnospirales","hnospiraceae","hnospiraceae_FCS020_group"
"4dded66393ba0264b94c4d1cfe029971","S00PP-0012",20,"teria","teroidota","teroidia","teroidales","inifilaceae","yricimonas"
"667c7ff5d8981b1c1eb8efc23b295ca2","S00PP-0013",20,"teria","micutes","ativicutes","daminococcales","daminococcaceae","scolarctobacterium"
"8626a92425f2b87edc2e02fadf49ad9f","S00PP-0028",20,"teria","micutes","stridia","hnospirales","hnospiraceae","singicoccus"
"965460e3768061c94179d8d9abaa8939","S00PP-0027",20,"teria","micutes","stridia","illospirales","inococcaceae","1819"
"b2ac8b983a4ad1dd12b86b4b4cee89eb","S00PP-0008",20,"teria","micutes","stridia","illospirales","yricicoccaceae","-008"
"d0fae733b7242a6aa4da9bb089246416","S00PP-0008",20,"teria","micutes","stridia","istensenellales","istensenellaceae","istensenellaceae_R-7_group"
"d15673a98765008fa157068b760bee52","S00PP-0016",20,"teria","micutes","stridia","illospirales","bacterium]_coprostanoligenes_group","bacterium]_coprostanoligenes_group"
"d4055296c3bb8a48a9b37dc101c71f01","S00PP-0012",20,"teria","teroidota","teroidia","teroidales","teroidales_RF16_group","teroidales_RF16_group"
